frame_idx,time_s,x_px,y_px,radius_px,X_m,Y_m,Z_m,distance_m
0,0.0,549,159,11,0.69,-1.11,6.0,6.1407002857980295
1,0.03333333333333333,548,159,11,0.68,-1.11,6.0,6.139584676507035
2,0.06666666666666667,548,159,11,0.68,-1.11,6.0,6.139584676507035
3,0.1,548,159,11,0.68,-1.11,6.0,6.139584676507035
4,0.13333333333333333,547,159,11,0.67,-1.11,6.0,6.138485155150251
5,0.16666666666666666,547,158,11,0.67,-1.12,6.0,6.140301295539169
6,0.2,547,158,11,0.67,-1.12,6.0,6.140301295539169
7,0.23333333333333334,548,159,11,0.68,-1.11,6.0,6.139584676507035
8,0.26666666666666666,547,158,11,0.67,-1.12,6.0,6.140301295539169
9,0.3,547,158,11,0.67,-1.12,6.0,6.140301295539169
10,0.3333333333333333,548,159,11,0.68,-1.11,6.0,6.139584676507035
11,0.36666666666666664,547,158,11,0.67,-1.12,6.0,6.140301295539169
12,0.4,,,,,,,
13,0.43333333333333335,,,,,,,
14,0.4666666666666667,,,,,,,
15,0.5,,,,,,,
16,0.5333333333333333,,,,,,,
17,0.5666666666666667,,,,,,,
18,0.6,,,,,,,
19,0.6333333333333333,,,,,,,
20,0.6666666666666666,,,,,,,
21,0.7,,,,,,,
22,0.7333333333333333,,,,,,,
23,0.7666666666666667,,,,,,,
24,0.8,,,,,,,
25,0.8333333333333334,,,,,,,
26,0.8666666666666667,,,,,,,
27,0.9,,,,,,,
28,0.9333333333333333,,,,,,,
29,0.9666666666666667,,,,,,,
30,1.0,,,,,,,
31,1.0333333333333334,,,,,,,
32,1.0666666666666667,,,,,,,
33,1.1,,,,,,,
34,1.1333333333333333,,,,,,,
35,1.1666666666666667,,,,,,,
36,1.2,,,,,,,
37,1.2333333333333334,,,,,,,
38,1.2666666666666666,,,,,,,
39,1.3,,,,,,,
40,1.3333333333333333,,,,,,,
41,1.3666666666666667,,,,,,,
42,1.4,,,,,,,
43,1.4333333333333333,,,,,,,
44,1.4666666666666666,,,,,,,
45,1.5,,,,,,,
46,1.5333333333333334,,,,,,,
47,1.5666666666666667,,,,,,,
48,1.6,,,,,,,
49,1.6333333333333333,,,,,,,
50,1.6666666666666667,,,,,,,
51,1.7,,,,,,,
52,1.7333333333333334,,,,,,,
53,1.7666666666666666,,,,,,,
54,1.8,,,,,,,
55,1.8333333333333333,,,,,,,
56,1.8666666666666667,,,,,,,
57,1.9,,,,,,,
58,1.9333333333333333,,,,,,,
59,1.9666666666666666,,,,,,,
60,2.0,,,,,,,
61,2.033333333333333,,,,,,,
62,2.066666666666667,,,,,,,
63,2.1,,,,,,,
64,2.1333333333333333,,,,,,,
65,2.1666666666666665,,,,,,,
66,2.2,551,161,9,0.8677777777777778,-1.3322222222222222,7.333333333333333,7.5037078900211345
67,2.2333333333333334,551,161,9,0.8677777777777778,-1.3322222222222222,7.333333333333333,7.5037078900211345
68,2.2666666666666666,551,161,9,0.8677777777777778,-1.3322222222222222,7.333333333333333,7.5037078900211345
69,2.3,551,161,10,0.7809999999999999,-1.199,6.6,6.753337101019021
70,2.3333333333333335,551,161,9,0.8677777777777778,-1.3322222222222222,7.333333333333333,7.5037078900211345
71,2.3666666666666667,551,161,9,0.8677777777777778,-1.3322222222222222,7.333333333333333,7.5037078900211345
72,2.4,550,162,9,0.8555555555555554,-1.32,7.333333333333333,7.500143537721112
73,2.433333333333333,549,159,11,0.69,-1.11,6.0,6.1407002857980295
74,2.466666666666667,549,159,11,0.69,-1.11,6.0,6.1407002857980295
75,2.5,549,159,11,0.69,-1.11,6.0,6.1407002857980295
76,2.533333333333333,550,159,11,0.7,-1.11,6.0,6.141831974256541
77,2.566666666666667,550,159,11,0.7,-1.11,6.0,6.141831974256541
78,2.6,550,159,11,0.7,-1.11,6.0,6.141831974256541
79,2.6333333333333333,550,159,11,0.7,-1.11,6.0,6.141831974256541
80,2.6666666666666665,550,159,11,0.7,-1.11,6.0,6.141831974256541
81,2.7,550,159,11,0.7,-1.11,6.0,6.141831974256541
82,2.7333333333333334,550,159,11,0.7,-1.11,6.0,6.141831974256541
83,2.7666666666666666,550,159,11,0.7,-1.11,6.0,6.141831974256541
84,2.8,549,159,11,0.69,-1.11,6.0,6.1407002857980295
85,2.8333333333333335,550,158,11,0.7,-1.12,6.0,6.143647125283157
86,2.8666666666666667,550,158,11,0.7,-1.12,6.0,6.143647125283157
87,2.9,550,159,11,0.7,-1.11,6.0,6.141831974256541
88,2.933333333333333,550,159,11,0.7,-1.11,6.0,6.141831974256541
89,2.966666666666667,550,159,11,0.7,-1.11,6.0,6.141831974256541
90,3.0,549,158,11,0.69,-1.12,6.0,6.142515771245525
91,3.033333333333333,550,159,11,0.7,-1.11,6.0,6.141831974256541
92,3.066666666666667,549,159,11,0.69,-1.11,6.0,6.1407002857980295
93,3.1,550,160,11,0.7,-1.1,6.0,6.1400325732035
94,3.1333333333333333,550,160,11,0.7,-1.1,6.0,6.1400325732035
95,3.1666666666666665,551,161,11,0.71,-1.09,6.0,6.139397364562747
96,3.2,553,163,10,0.8029999999999999,-1.1769999999999998,6.6,6.752046948888907
97,3.2333333333333334,553,164,11,0.73,-1.06,6.0,6.136489224304073
98,3.2666666666666666,841,154,9,4.412222222222222,-1.4177777777777778,7.333333333333333,8.674997207100985
99,3.3,558,164,10,0.8579999999999999,-1.166,6.6,6.756901656824672
100,3.3333333333333335,561,163,10,0.891,-1.1769999999999998,6.6,6.763076962448379
101,3.3666666666666667,565,164,11,0.85,-1.06,6.0,6.151918399978985
102,3.4,568,163,11,0.88,-1.07,6.0,6.15786488971624
103,3.433333333333333,572,162,11,0.92,-1.08,6.0,6.165452132650127
104,3.466666666666667,576,162,11,0.96,-1.08,6.0,6.17154761789942
105,3.5,580,161,11,1.0,-1.09,6.0,6.179652093767092
106,3.533333333333333,583,161,11,1.03,-1.09,6.0,6.184577592689738
107,3.566666666666667,588,162,11,1.08,-1.08,6.0,6.191348802966927
108,3.6,591,162,11,1.11,-1.08,6.0,6.196652322020334
109,3.6333333333333333,595,163,10,1.265,-1.1769999999999998,6.6,6.822430212175131
110,3.6666666666666665,598,163,11,1.18,-1.07,6.0,6.207841814994967
111,3.7,600,163,11,1.2,-1.07,6.0,6.211674492437607
112,3.7333333333333334,601,164,11,1.21,-1.06,6.0,6.211899870410018
113,3.7666666666666666,604,166,11,1.24,-1.04,6.0,6.214434809377278
114,3.8,604,167,11,1.24,-1.03,6.0,6.212769108859591
115,3.8333333333333335,602,167,11,1.22,-1.03,6.0,6.20880825923945
116,3.8666666666666667,596,165,11,1.16,-1.05,6.0,6.200653191398467
117,3.9,590,163,11,1.1,-1.07,6.0,6.193133294221916
118,3.933333333333333,584,164,12,0.9533333333333334,-0.9716666666666667,5.5,5.665949219288464
119,3.966666666666667,580,165,11,1.0,-1.05,6.0,6.172722251972787
120,4.0,574,166,11,0.94,-1.04,6.0,6.161590703706309
121,4.033333333333333,569,166,11,0.89,-1.04,6.0,6.1541611938589975
122,4.066666666666666,564,165,11,0.84,-1.05,6.0,6.148829156839536
123,4.1,560,165,11,0.8,-1.05,6.0,6.143492492060196
124,4.133333333333334,556,165,11,0.76,-1.05,6.0,6.138411846723874
125,4.166666666666667,559,166,11,0.79,-1.04,6.0,6.14049672257872
126,4.2,551,165,11,0.71,-1.05,6.0,6.132422033748167
127,4.233333333333333,552,164,11,0.72,-1.06,6.0,6.135307653247716
128,4.266666666666667,546,164,12,0.605,-0.9716666666666667,5.5,5.617843101325553
129,4.3,547,164,11,0.67,-1.06,6.0,6.129641098792
130,4.333333333333333,543,166,11,0.63,-1.04,6.0,6.121968637619765
131,4.366666666666666,542,167,11,0.62,-1.03,6.0,6.119256490783828
132,4.4,536,167,11,0.56,-1.03,6.0,6.113468737140969
133,4.433333333333334,535,167,11,0.55,-1.03,6.0,6.112560838143044
134,4.466666666666667,531,167,11,0.51,-1.03,6.0,6.109091585497798
135,4.5,528,166,11,0.48,-1.04,6.0,6.108354934022744
136,4.533333333333333,527,166,11,0.47,-1.04,6.0,6.107577261074968
137,4.566666666666666,523,166,11,0.43,-1.04,6.0,6.104629390880334
138,4.6,523,167,11,0.43,-1.03,6.0,6.102933720760861
139,4.633333333333334,520,167,11,0.4,-1.03,6.0,6.100893377203047
140,4.666666666666667,521,167,11,0.41,-1.03,6.0,6.101557178294734
141,4.7,516,167,11,0.36,-1.03,6.0,6.09840142988308
142,4.733333333333333,518,167,11,0.38,-1.03,6.0,6.099614741932477
143,4.766666666666667,517,168,12,0.33916666666666667,-0.935,5.5,5.589209159422984
144,4.8,518,167,11,0.38,-1.03,6.0,6.099614741932477
145,4.833333333333333,517,167,11,0.37,-1.03,6.0,6.098999918019347
146,4.866666666666666,518,167,11,0.38,-1.03,6.0,6.099614741932477
147,4.9,517,166,11,0.37,-1.04,6.0,6.100696681527446
148,4.933333333333334,520,166,11,0.4,-1.04,6.0,6.102589614253936
149,4.966666666666667,521,166,11,0.41,-1.04,6.0,6.103253230859751
150,5.0,523,166,11,0.43,-1.04,6.0,6.104629390880334
151,5.033333333333333,526,166,11,0.46,-1.04,6.0,6.106815864261833
152,5.066666666666666,529,166,11,0.49,-1.04,6.0,6.10914887688948
153,5.1,532,166,11,0.52,-1.04,6.0,6.111628260946505
154,5.133333333333334,538,166,11,0.58,-1.04,6.0,6.117025420905164
155,5.166666666666667,543,167,11,0.63,-1.03,6.0,6.120277771474102
156,5.2,549,166,11,0.69,-1.04,6.0,6.128433731386838
157,5.233333333333333,552,166,11,0.72,-1.04,6.0,6.131883886702357
158,5.266666666666667,558,164,12,0.715,-0.9716666666666667,5.5,5.630751380687227
159,5.3,562,164,12,0.7516666666666667,-0.9716666666666667,5.5,5.635524721699736
160,5.333333333333333,566,164,12,0.7883333333333333,-0.9716666666666667,5.5,5.640532382280555
161,5.366666666666666,573,166,13,0.7869230769230768,-0.88,5.076923076923077,5.2123695051279855
162,5.4,576,172,11,0.96,-0.98,6.0,6.154835497395523
163,5.433333333333334,584,176,12,0.9533333333333334,-0.8616666666666667,5.5,5.648124811730782
164,5.466666666666667,589,181,12,0.9991666666666666,-0.8158333333333333,5.5,5.649240484840025
165,5.5,599,184,12,1.0908333333333333,-0.7883333333333333,5.5,5.66227752812908
166,5.533333333333333,607,189,13,1.0746153846153845,-0.6853846153846154,5.076923076923077,5.234472105652304
167,5.566666666666666,616,192,13,1.1507692307692308,-0.66,5.076923076923077,5.247381990238493
168,5.6,626,196,13,1.2353846153846153,-0.6261538461538462,5.076923076923077,5.262451112929822
169,5.633333333333334,638,201,13,1.3369230769230769,-0.5838461538461538,5.076923076923077,5.282365717551606
170,5.666666666666667,649,206,14,1.327857142857143,-0.5028571428571429,4.714285714285714,4.923470289732391
171,5.7,661,210,15,1.3273333333333335,-0.44,4.4,4.616861897195733
172,5.733333333333333,673,215,15,1.4153333333333333,-0.4033333333333334,4.4,4.639595480451095
173,5.766666666666667,687,222,15,1.518,-0.35200000000000004,4.4,4.66778619904554
174,5.8,694,225,16,1.47125,-0.309375,4.125,4.390434426469094
175,5.833333333333333,704,230,16,1.54,-0.275,4.125,4.411672018634205
176,5.866666666666666,706,236,17,1.4623529411764706,-0.22,3.8823529411764706,4.1544603120536685
177,5.9,709,242,17,1.4817647058823529,-0.1811764705882353,3.8823529411764706,4.159461012794208
178,5.933333333333334,707,246,17,1.4688235294117646,-0.1552941176470588,3.8823529411764706,4.153820311880499
179,5.966666666666667,706,254,18,1.381111111111111,-0.09777777777777777,3.6666666666666665,3.919371485264719
180,6.0,699,258,18,1.3383333333333334,-0.07333333333333333,3.6666666666666665,3.9039669995189934
181,6.033333333333333,693,265,19,1.2331578947368422,-0.02894736842105263,3.473684210526316,3.686190219990029
182,6.066666666666666,684,270,19,1.1810526315789474,0.0,3.473684210526316,3.668973604840922
183,6.1,673,275,19,1.1173684210526316,0.02894736842105263,3.473684210526316,3.649086479238878
184,6.133333333333334,664,282,19,1.065263157894737,0.06947368421052633,3.473684210526316,3.6340190124468923
185,6.166666666666667,653,290,20,0.9515,0.11,3.3,3.4361973531798196
186,6.2,642,295,20,0.891,0.1375,3.3,3.420933681029201
187,6.233333333333333,630,303,21,0.7857142857142857,0.17285714285714285,3.142857142857143,3.2441913554875903
188,6.266666666666667,620,309,21,0.7333333333333333,0.2042857142857143,3.142857142857143,3.233737999784022
189,6.3,608,317,21,0.6704761904761904,0.2461904761904762,3.142857142857143,3.2229953603706165
190,6.333333333333333,597,326,22,0.585,0.28,3.0,3.0693036669577025
191,6.366666666666666,,,,,,,
192,6.4,576,344,23,0.4591304347826087,0.35391304347826086,2.869565217391304,2.9275347539098004
193,6.433333333333334,,,,,,,
194,6.466666666666667,557,363,25,0.3388,0.4092,2.64,2.692922219448605
195,6.5,549,375,25,0.3036,0.46199999999999997,2.64,2.6972610107292176
196,6.533333333333333,537,386,27,0.23222222222222225,0.4725925925925927,2.4444444444444446,2.5005158589864065
197,6.566666666666666,,,,,,,
198,6.6,,,,,,,
199,6.633333333333334,,,,,,,
200,6.666666666666667,,,,,,,
201,6.7,,,,,,,
202,6.733333333333333,,,,,,,
203,6.766666666666667,,,,,,,
204,6.8,,,,,,,
205,6.833333333333333,,,,,,,
206,6.866666666666666,,,,,,,
207,6.9,,,,,,,
208,6.933333333333334,,,,,,,
209,6.966666666666667,,,,,,,
210,7.0,,,,,,,
211,7.033333333333333,,,,,,,
212,7.066666666666666,,,,,,,
213,7.1,,,,,,,
214,7.133333333333334,,,,,,,
215,7.166666666666667,,,,,,,
216,7.2,88,112,13,-3.3169230769230764,-1.3369230769230769,5.076923076923077,6.210031396122599
217,7.233333333333333,,,,,,,
218,7.266666666666667,,,,,,,
219,7.3,,,,,,,
220,7.333333333333333,,,,,,,
221,7.366666666666666,,,,,,,
222,7.4,,,,,,,
223,7.433333333333334,,,,,,,
224,7.466666666666667,,,,,,,
225,7.5,,,,,,,
226,7.533333333333333,,,,,,,
227,7.566666666666666,,,,,,,
228,7.6,42,117,24,-2.0075,-0.70125,2.75,3.4762491010426744
229,7.633333333333334,40,117,24,-2.0166666666666666,-0.70125,2.75,3.481550804877683
230,7.666666666666667,38,117,24,-2.0258333333333334,-0.70125,2.75,3.486868545979966
231,7.7,37,118,24,-2.0304166666666665,-0.6966666666666667,2.75,3.4886152388479617
232,7.733333333333333,34,119,24,-2.0441666666666665,-0.6920833333333334,2.75,3.4957254899932986
233,7.766666666666667,,,,,,,
234,7.8,35,127,24,-2.0395833333333333,-0.6554166666666666,2.75,3.4859677538031755
235,7.833333333333333,,,,,,,
236,7.866666666666666,37,130,24,-2.0304166666666665,-0.6416666666666667,2.75,3.47804944636917
237,7.9,38,128,24,-2.0258333333333334,-0.6508333333333334,2.75,3.4770799131199475
238,7.933333333333334,,,,,,,
239,7.966666666666667,47,115,24,-1.9845833333333334,-0.7104166666666667,2.75,3.464933310645707
240,8.0,,,,,,,
241,8.033333333333333,52,113,24,-1.9616666666666667,-0.7195833333333334,2.75,3.45375683636272
242,8.066666666666666,,,,,,,
243,8.1,57,118,23,-2.0230434782608695,-0.7269565217391304,2.869565217391304,3.5854672270563146
244,8.133333333333333,,,,,,,
245,8.166666666666666,55,123,23,-2.032608695652174,-0.7030434782608694,2.869565217391304,3.586108305507236
246,8.2,,,,,,,
247,8.233333333333333,,,,,,,
248,8.266666666666667,55,119,24,-1.9479166666666667,-0.6920833333333334,2.75,3.4403282809283704
249,8.3,,,,,,,
250,8.333333333333334,,,,,,,
251,8.366666666666667,45,123,26,-1.8403846153846155,-0.6219230769230769,2.5384615384615383,3.1964966492086875
252,8.4,,,,,,,
253,8.433333333333334,,,,,,,
254,8.466666666666667,,,,,,,
255,8.5,47,124,23,-2.070869565217391,-0.6982608695652174,2.869565217391304,3.607003401020249
256,8.533333333333333,,,,,,,
257,8.566666666666666,,,,,,,
258,8.6,53,126,24,-1.9570833333333333,-0.66,2.75,3.4392259555910414
259,8.633333333333333,50,126,24,-1.9708333333333334,-0.66,2.75,3.4470689038337743
260,8.666666666666666,50,127,23,-2.0565217391304347,-0.6839130434782609,2.869565217391304,3.5960288168224914
261,8.7,47,127,24,-1.9845833333333334,-0.6554166666666666,2.75,3.454076144772852
262,8.733333333333333,42,126,25,-1.9272000000000002,-0.6336,2.64,3.329436709114622
263,8.766666666666667,37,127,25,-1.9492,-0.6292000000000001,2.64,3.341387927194327
264,8.8,26,123,26,-1.9207692307692306,-0.6219230769230769,2.5384615384615383,3.243444116017387
265,8.833333333333334,24,127,25,-2.0064,-0.6292000000000001,2.64,3.3750753473070794
266,8.866666666666667,22,133,24,-2.0991666666666666,-0.6279166666666667,2.75,3.516145621944891
267,8.9,20,135,22,-2.3,-0.675,3.0,3.8400032552069536
268,8.933333333333334,15,136,17,-3.0088235294117647,-0.8670588235294118,3.8823529411764706,4.9877323900209065
269,8.966666666666667,16,111,18,-2.8355555555555556,-0.9716666666666667,3.6666666666666665,4.7359218600181245
270,9.0,,,,,,,
271,9.033333333333333,8,108,11,-4.72,-1.62,6.0,7.80402460272903
272,9.066666666666666,,,,,,,
273,9.1,,,,,,,
274,9.133333333333333,,,,,,,
275,9.166666666666666,,,,,,,
276,9.2,,,,,,,
277,9.233333333333333,,,,,,,
278,9.266666666666667,,,,,,,
279,9.3,,,,,,,
280,9.333333333333334,,,,,,,
281,9.366666666666667,,,,,,,
282,9.4,,,,,,,
283,9.433333333333334,,,,,,,
284,9.466666666666667,,,,,,,
285,9.5,,,,,,,
286,9.533333333333333,,,,,,,
287,9.566666666666666,,,,,,,
288,9.6,,,,,,,
289,9.633333333333333,,,,,,,
290,9.666666666666666,,,,,,,
291,9.7,,,,,,,
292,9.733333333333333,,,,,,,
293,9.766666666666667,,,,,,,
294,9.8,,,,,,,
295,9.833333333333334,,,,,,,
296,9.866666666666667,,,,,,,
297,9.9,,,,,,,
298,9.933333333333334,,,,,,,
299,9.966666666666667,,,,,,,
300,10.0,,,,,,,
301,10.033333333333333,,,,,,,
302,10.066666666666666,,,,,,,
303,10.1,,,,,,,
304,10.133333333333333,,,,,,,
305,10.166666666666666,,,,,,,
306,10.2,,,,,,,
307,10.233333333333333,,,,,,,
308,10.266666666666667,,,,,,,
309,10.3,,,,,,,
310,10.333333333333334,,,,,,,
311,10.366666666666667,,,,,,,
312,10.4,,,,,,,
313,10.433333333333334,,,,,,,
314,10.466666666666667,,,,,,,
315,10.5,,,,,,,
316,10.533333333333333,,,,,,,
317,10.566666666666666,,,,,,,
318,10.6,,,,,,,
319,10.633333333333333,,,,,,,
320,10.666666666666666,,,,,,,
321,10.7,,,,,,,
322,10.733333333333333,,,,,,,
323,10.766666666666667,,,,,,,
324,10.8,,,,,,,
325,10.833333333333334,,,,,,,
326,10.866666666666667,,,,,,,
327,10.9,,,,,,,
328,10.933333333333334,,,,,,,
329,10.966666666666667,,,,,,,
330,11.0,,,,,,,
331,11.033333333333333,,,,,,,
332,11.066666666666666,,,,,,,
333,11.1,,,,,,,
334,11.133333333333333,,,,,,,
335,11.166666666666666,,,,,,,
336,11.2,,,,,,,
337,11.233333333333333,,,,,,,
338,11.266666666666667,,,,,,,
339,11.3,,,,,,,
340,11.333333333333334,,,,,,,
341,11.366666666666667,,,,,,,
342,11.4,,,,,,,
343,11.433333333333334,,,,,,,
344,11.466666666666667,,,,,,,
345,11.5,,,,,,,
346,11.533333333333333,,,,,,,
347,11.566666666666666,,,,,,,
348,11.6,,,,,,,
349,11.633333333333333,,,,,,,
350,11.666666666666666,,,,,,,
351,11.7,,,,,,,
352,11.733333333333333,,,,,,,
353,11.766666666666667,,,,,,,
354,11.8,,,,,,,
355,11.833333333333334,,,,,,,
356,11.866666666666667,,,,,,,
357,11.9,,,,,,,
358,11.933333333333334,,,,,,,
359,11.966666666666667,,,,,,,
360,12.0,,,,,,,
361,12.033333333333333,,,,,,,
362,12.066666666666666,,,,,,,
363,12.1,,,,,,,
364,12.133333333333333,,,,,,,
365,12.166666666666666,,,,,,,
366,12.2,,,,,,,
367,12.233333333333333,,,,,,,
368,12.266666666666667,,,,,,,
369,12.3,,,,,,,
370,12.333333333333334,,,,,,,
371,12.366666666666667,,,,,,,
372,12.4,,,,,,,
373,12.433333333333334,,,,,,,
374,12.466666666666667,,,,,,,
375,12.5,,,,,,,
376,12.533333333333333,,,,,,,
377,12.566666666666666,,,,,,,
378,12.6,,,,,,,
379,12.633333333333333,,,,,,,
380,12.666666666666666,274,528,25,-0.9064000000000001,1.1352,2.64,3.013277285614452
381,12.7,286,523,31,-0.6883870967741935,0.8977419354838709,2.129032258064516,2.410932544392485
382,12.733333333333333,,,,,,,
383,12.766666666666667,,,,,,,
384,12.8,,,,,,,
385,12.833333333333334,,,,,,,
386,12.866666666666667,342,474,33,-0.46,0.68,2.0,2.1619435700313736
387,12.9,353,463,32,-0.4365625,0.6634375,2.0625,2.210122707636954
388,12.933333333333334,363,454,31,-0.41516129032258065,0.6529032258064517,2.129032258064516,2.2652637539876173
389,12.966666666666667,,,,,,,
390,13.0,383,435,29,-0.3679310344827586,0.6258620689655172,2.2758620689655173,2.3888542719181003
391,13.033333333333333,,,,,,,
392,13.066666666666666,402,418,27,-0.3177777777777778,0.602962962962963,2.4444444444444446,2.537687075415282
393,13.1,411,410,27,-0.28111111111111114,0.5703703703703704,2.4444444444444446,2.5257977864749717
394,13.133333333333333,,,,,,,
395,13.166666666666666,426,394,26,-0.22846153846153844,0.5246153846153846,2.5384615384615383,2.602153523253361
396,13.2,434,387,25,-0.20240000000000002,0.5148,2.64,2.697329197558207
397,13.233333333333333,,,,,,,
398,13.266666666666667,448,373,24,-0.14666666666666667,0.47208333333333335,2.75,2.794078342624312
399,13.3,455,367,24,-0.11458333333333333,0.44458333333333333,2.75,2.7880609176550566
400,13.333333333333334,461,361,23,-0.0908695652173913,0.43521739130434783,2.869565217391304,2.903803711072524
401,13.366666666666667,,,,,,,
402,13.4,473,349,22,-0.035,0.395,3.0,3.026094843193121
403,13.433333333333334,479,344,22,-0.005,0.37,3.0,3.0227346889861173
404,13.466666666666667,484,339,22,0.02,0.345,3.0,3.019838571844528
405,13.5,490,334,22,0.05,0.32,3.0,3.0174326835904726
406,13.533333333333333,495,329,21,0.07857142857142857,0.309047619047619,3.142857142857143,3.158992706644781
407,13.566666666666666,500,324,21,0.10476190476190475,0.28285714285714286,3.142857142857143,3.157298566870547
408,13.6,,,,,,,
409,13.633333333333333,510,315,20,0.165,0.2475,3.3,3.313379128623828
410,13.666666666666666,515,312,20,0.1925,0.23099999999999998,3.3,3.3136712646247815
411,13.7,520,307,20,0.22,0.2035,3.3,3.313579974891205
412,13.733333333333333,524,303,19,0.25473684210526315,0.19105263157894736,3.473684210526316,3.4882479787450373
413,13.766666666666667,528,299,19,0.2778947368421053,0.16789473684210526,3.473684210526316,3.4888244613169714
414,13.8,532,296,19,0.3010526315789474,0.1505263157894737,3.473684210526316,3.4899531305141616
415,13.833333333333334,536,291,19,0.3242105263157895,0.12157894736842105,3.473684210526316,3.4908990103234165
416,13.866666666666667,541,288,19,0.3531578947368421,0.10421052631578948,3.473684210526316,3.4931450480719817
417,13.9,544,283,18,0.3911111111111111,0.07944444444444444,3.6666666666666665,3.6883226221999745
418,13.933333333333334,548,280,18,0.4155555555555555,0.06111111111111111,3.6666666666666665,3.6906456660181783
419,13.966666666666667,551,278,18,0.4338888888888889,0.048888888888888885,3.6666666666666665,3.692572834190609
420,14.0,555,274,18,0.4583333333333333,0.024444444444444442,3.6666666666666665,3.695282319357086
421,14.033333333333333,559,271,18,0.4827777777777777,0.0061111111111111106,3.6666666666666665,3.6983180194298466
422,14.066666666666666,562,268,17,0.5305882352941177,-0.012941176470588235,3.8823529411764706,3.918463437285406
423,14.1,565,265,17,0.55,-0.032352941176470584,3.8823529411764706,3.9212512126442958
424,14.133333333333333,569,262,17,0.5758823529411764,-0.05176470588235294,3.8823529411764706,3.9251731718569745
425,14.166666666666666,572,260,17,0.5952941176470589,-0.06470588235294117,3.8823529411764706,3.9282599579938515
426,14.2,575,256,17,0.6147058823529412,-0.09058823529411765,3.8823529411764706,3.931759645506653
427,14.233333333333333,577,254,17,0.6276470588235293,-0.10352941176470588,3.8823529411764706,3.9341229682626553
428,14.266666666666667,581,251,16,0.694375,-0.130625,4.125,4.18507401741594
429,14.3,583,248,16,0.708125,-0.15125,4.125,4.188071462872261
430,14.333333333333334,587,246,16,0.735625,-0.165,4.125,4.193327335258362
431,14.366666666666667,589,243,16,0.749375,-0.185625,4.125,4.196622991316947
432,14.4,592,241,16,0.77,-0.199375,4.125,4.200985050035884
433,14.433333333333334,594,239,15,0.8360000000000001,-0.22733333333333333,4.4,4.4844817364378295
434,14.466666666666667,597,237,16,0.804375,-0.226875,4.125,4.2088141330130036
435,14.5,599,234,15,0.8726666666666667,-0.264,4.4,4.493466714143002
436,14.533333333333333,602,232,15,0.8946666666666668,-0.2786666666666667,4.4,4.498675755770309
437,14.566666666666666,604,229,15,0.9093333333333333,-0.3006666666666667,4.4,4.503030929891062
438,14.6,606,227,15,0.9240000000000002,-0.31533333333333335,4.4,4.507017984334111
439,14.633333333333333,608,224,15,0.9386666666666668,-0.3373333333333333,4.4,4.511639268479794
440,14.666666666666666,611,222,15,0.9606666666666668,-0.35200000000000004,4.4,4.517386904444255
441,14.7,613,221,15,0.9753333333333334,-0.3593333333333334,4.4,4.521105567840189
442,14.733333333333333,615,219,14,1.0607142857142857,-0.40071428571428575,4.714285714285714,4.848729372795748
443,14.766666666666667,618,217,14,1.0842857142857143,-0.4164285714285714,4.714285714285714,4.855262924005712
444,14.8,621,216,14,1.1078571428571429,-0.4242857142857143,4.714285714285714,4.861260701941926
445,14.833333333333334,622,214,14,1.1157142857142857,-0.44,4.714285714285714,4.864453531823005
446,14.866666666666667,623,212,14,1.1235714285714284,-0.45571428571428574,4.714285714285714,4.8677076803383015
447,14.9,626,210,14,1.1471428571428572,-0.4714285714285715,4.714285714285714,4.874697060184502
448,14.933333333333334,628,208,14,1.162857142857143,-0.48714285714285716,4.714285714285714,4.8799625709504735
449,14.966666666666667,630,207,14,1.1785714285714286,-0.495,4.714285714285714,4.884521000892848
450,15.0,632,206,14,1.1942857142857142,-0.5028571428571429,4.714285714285714,4.8891383156327
451,15.033333333333333,634,204,14,1.21,-0.5185714285714286,4.714285714285714,4.894640550893292
452,15.066666666666666,636,203,14,1.2257142857142858,-0.5264285714285715,4.714285714285714,4.899386935825622
453,15.1,638,201,14,1.2414285714285715,-0.5421428571428571,4.714285714285714,4.905053880583635
454,15.133333333333333,639,199,13,1.3453846153846152,-0.6007692307692307,5.076923076923077,5.286410063639289
455,15.166666666666666,640,197,14,1.2571428571428571,-0.5735714285714286,4.714285714285714,4.9126247712253726
456,15.2,641,196,13,1.3623076923076922,-0.6261538461538462,5.076923076923077,5.293684805177585
457,15.233333333333333,644,195,13,1.3876923076923076,-0.6346153846153846,5.076923076923077,5.301280463832584
458,15.266666666666667,644,193,13,1.3876923076923076,-0.6515384615384615,5.076923076923077,5.303332936624513
459,15.3,646,191,13,1.4046153846153846,-0.6684615384615384,5.076923076923077,5.3098901246725125
460,15.333333333333334,648,191,13,1.4215384615384614,-0.6684615384615384,5.076923076923077,5.314391814218216
461,15.366666666666667,649,188,13,1.43,-0.6938461538461538,5.076923076923077,5.319912632196245
